title;description;artist;culture;country;teaserText;url;image;regularImage;largeImage;date;Century;medium;simplified mediums;accessionNumber;galleryInformation
The Marshal (John Wayne As Rooster Cogburn);Harry Jackson (American, Chicago, Illinois 1924–2011 Cody, Wyoming);Harry Jackson;;;Harry Jackson (American, Chicago, Illinois 1924–2011 Cody, Wyoming) Date: 1970 Accession Number: 1986.403;/art/collection/search/484560?&ao=on&ft=Rooster&offset=0&rpp=100&pos=54;https://images.metmuseum.org/CRDImages/ma/mobile-large/sfee1986.403.jpg;ma/web-additional/sfee1986.403.jpg;ma/web-large/sfee1986.403.jpg;1970;20th century;Painted bronze;Bronze;1.986.403;Not on view
Rooster-Headed Ewer;;;;;Date: 13th century Accession Number: 19.68.2;/art/collection/search/447072?&ao=on&ft=Rooster&offset=0&rpp=100&pos=55;https://images.metmuseum.org/CRDImages/is/mobile-large/Cjug19.68.2.jpg;is/web-additional/Cjug19.68.2.jpg;is/web-large/Cjug19.68.2.jpg;13th century;13th century;"Stonepaste; molded and applied decoration, underglaze painted under transparent glaze";Stonepaste;19.68.2;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzYyNzk5LDQwLjc3ODMzOTEyQGxtQDYyMzEwNzUzMzQxMg==' target='_blank'>Gallery 453</a>
Terracotta plate;Signed by Epiktetos as painter;Epiktetos;Greek, Attic;Greece;Signed by Epiktetos as painterDate: ca. 520–510 BCE Accession Number: 1981.11.10;/art/collection/search/255720?&ao=on&ft=Rooster&offset=0&rpp=100&pos=56;https://images.metmuseum.org/CRDImages/gr/mobile-large/DP119225.jpg;gr/web-additional/DP119225.jpg;gr/web-large/DP119225.jpg;ca. 520–510 BCE;6th century;Terracotta;Terracotta;10.11.1981;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM0MDY5LDQwLjc3ODY5ODI4QGxtQDQyMDQ5NjQ3NTAzNw==' target='_blank'>Gallery 157</a>
[Grave with Rooster Dish on Plot, Alabama];Walker Evans (American, St. Louis, Missouri 1903–1975 New Haven, Connecticut);Walker Evans;;;Walker Evans (American, St. Louis, Missouri 1903–1975 New Haven, Connecticut) Date: 1936 Accession Number: 1994.253.451 (31);/art/collection/search/284412?&ao=on&ft=Rooster&offset=0&rpp=100&pos=57;https://images.metmuseum.org/CRDImages/ph/mobile-large/PH5175_001.jpg;ph/web-additional/PH5175_001.jpg;ph/web-large/PH5175_001.jpg;1936;20th century;Film negative;Film negative;1994.253.451 (31);Not on view
[Grave with Rooster Dish on Plot, Alabama];Walker Evans (American, St. Louis, Missouri 1903–1975 New Haven, Connecticut);Walker Evans;;;Walker Evans (American, St. Louis, Missouri 1903–1975 New Haven, Connecticut) Date: 1936 Accession Number: 1994.253.451 (30);/art/collection/search/284411?&ao=on&ft=Rooster&offset=0&rpp=100&pos=58;https://images.metmuseum.org/CRDImages/ph/mobile-large/PH5174.jpg;ph/web-additional/PH5174.jpg;ph/web-large/PH5174.jpg;1936;20th century;Film negative;Film negative;1994.253.451 (30);Not on view
"Jar with Rooster and Flowers

";;;China;China;Date: mid-18th century Accession Number: 14.40.234a, b;/art/collection/search/42253?&ao=on&ft=Rooster&offset=0&rpp=100&pos=59;https://images.metmuseum.org/CRDImages/as/mobile-large/20712.jpg;as/web-additional/20712.jpg;as/web-large/20712.jpg;mid-18th century;18th century;"Porcelain painted in overglaze polychrome enamels (Jingdezhen ware)

";Porcelain;14.40.234a, b;Not on view
Rooster (one of a pair);Meissen Manufactory (German, 1710–present);Meissen Manufactory;German, Meissen;Germany;Meissen Manufactory (German, 1710–present) Date: 1742 Accession Number: 64.101.29;/art/collection/search/203041?&ao=on&ft=Rooster&offset=0&rpp=100&pos=60;https://images.metmuseum.org/CRDImages/es/mobile-large/183899.jpg;es/web-additional/183899.jpg;es/web-large/183899.jpg;1742;18th century;Hard-paste porcelain;Porcelain;64.101.29;Not on view
Terracotta neck-amphora (jar);Attributed to the Painter of London B 76;;Greek, Attic;Greece;Attributed to the Painter of London B 76Date: ca. 570–6th century BCE Accession Number: 56.171.16;/art/collection/search/254874?&ao=on&ft=Rooster&offset=0&rpp=100&pos=61;https://images.metmuseum.org/CRDImages/gr/mobile-large/DP115331.jpg;gr/web-additional/DP115331.jpg;gr/web-large/DP115331.jpg;ca. 570–6th century BCE;6th century BCE;Terracotta;Terracotta;56.171.16;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>
Vessel in the Form of a Heavenly Rooster;;;China;China;Date: 19th century Accession Number: 14.58.176;/art/collection/search/61071?&ao=on&ft=Rooster&offset=0&rpp=100&pos=62;https://images.metmuseum.org/CRDImages/as/mobile-large/LC-14_58_176_001.jpg;as/web-additional/LC-14_58_176_001.jpg;as/web-large/LC-14_58_176_001.jpg;19th century;20th century;Bronze inlaid with gold and silver;Bronze;14.58.176;Not on view
Terracotta skyphos (deep drinking cup);;;Greek, Attic;Greece;Date: ca. 500 BCE Accession Number: 41.162.125;/art/collection/search/254297?&ao=on&ft=Rooster&offset=0&rpp=100&pos=63;https://images.metmuseum.org/CRDImages/gr/mobile-large/DP119383.jpg;gr/web-additional/DP119383.jpg;gr/web-large/DP119383.jpg;ca. 500 BCE;6th century BCE;Terracotta;Terracotta;41.162.125;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>
Incense Burner in the Shape of a Rooster;;;Japan;Japan;Date: 18th century Accession Number: 1993.193a–c;/art/collection/search/40767?&ao=on&ft=Rooster&offset=0&rpp=100&pos=64;https://images.metmuseum.org/CRDImages/as/mobile-large/DP283997.jpg;as/web-additional/DP283997.jpg;as/web-large/DP283997.jpg;18th century;18th century;Copper alloy with enamels, gilding, and silvering;Copper;1993.193a–c;Not on view
Aquamanile in the Form of a Rooster;;;German;Germany;Date: 13th century Accession Number: 1989.292;/art/collection/search/469920?&ao=on&ft=Rooster&offset=0&rpp=100&pos=65;https://images.metmuseum.org/CRDImages/cl/mobile-large/DP123986.jpg;cl/web-additional/DP123986.jpg;cl/web-large/DP123986.jpg;13th century;13th century;Copper alloy;Copper;1.989.292;Not on view
Terracotta neck-amphora (storage jar);;;Greek, Euboean;Greece;Date: ca. 6th century BCE Accession Number: 06.1021.35;/art/collection/search/247208?&ao=on&ft=Rooster&offset=0&rpp=100&pos=66;https://images.metmuseum.org/CRDImages/gr/mobile-large/LC-06_1021_35-3.jpg;gr/web-additional/LC-06_1021_35-3.jpg;gr/web-large/LC-06_1021_35-3.jpg;ca. 6th century BCE;6th century BCE;Terracotta;Terracotta;06.1021.35;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2Mjk4MTgxLDQwLjc3ODg0MjlAbG1ANzkwOTYwMjg3MjMx' target='_blank'>Gallery 152</a>
Glass and gold inlay;;;Roman;Roman;Date: late 1st century BCE–1st century CE Accession Number: 17.194.384;/art/collection/search/249620?&ao=on&ft=Rooster&offset=0&rpp=100&pos=67;https://images.metmuseum.org/CRDImages/gr/mobile-large/sf17194384color.jpg;gr/web-additional/sf17194384color.jpg;gr/web-large/sf17194384color.jpg;late 1st century BCE–1st century CE;1st century;Glass;Glass;17.194.384;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM3MjA4LDQwLjc3ODA5NTU2QGxtQDE4OTAzODM0MTcxNg==' target='_blank'>Gallery 166</a>
Saya Inr? with Bamboo Grove (exterior) and Rooster with Hen (interior);Koma Sadahide (Japanese, active second half of the 18th century);Koma Sadahide;Japan;Japan;Koma Sadahide (Japanese, active second half of the 18th century) Date: second half of the 18th century Accession Number: 29.82.10;/art/collection/search/58640?&ao=on&ft=Rooster&offset=0&rpp=100&pos=68;https://images.metmuseum.org/CRDImages/as/mobile-large/29_82_10_O5.JPG;as/web-additional/29_82_10_O5.JPG;as/web-large/29_82_10_O5.JPG;second half of the 18th century;18th century;"Sheath shape; lacquered wood with gold and silver togidashimaki-e on black lacquer ground Netsuke: sage lashing his back with a fly whisk; wood with coral and ivory inlay Ojime: bronze bead with metal inlay of flowers";Wood;29.82.10;Not on view
Parrot and rooster in a group;Chelsea Porcelain Manufactory (British, 1745–1784, Red Anchor Period, ca. 1753–58);Chelsea Porcelain Manufactory;British, Chelsea;United Kingdom;Chelsea Porcelain Manufactory (British, 1745–1784, Red Anchor Period, ca. 1753–58) Date: ca. 1755 Accession Number: 64.101.542a–c;/art/collection/search/203405?&ao=on&ft=Rooster&offset=0&rpp=100&pos=69;https://images.metmuseum.org/CRDImages/es/mobile-large/DP-247-021.jpg;es/web-additional/DP-247-021.jpg;es/web-large/DP-247-021.jpg;ca. 1755;18th century;Soft-paste porcelain;Porcelain;64.101.542a–c;Not on view
Barrel-Shaped Jug with a Fox and a Rooster;;;French;France;Date: late 13th century Accession Number: 2015.141;/art/collection/search/668677?&ao=on&ft=Rooster&offset=0&rpp=100&pos=70;https://images.metmuseum.org/CRDImages/cl/mobile-large/DP351728.jpg;cl/web-additional/DP351728.jpg;cl/web-large/DP351728.jpg;late 13th century;13th century;Glazed earthenware;Earthenware;2.015.141;Not on view
Chinese rooster (one of a pair);Meissen Manufactory (German, 1710–present);Meissen Manufactory;German, Meissen;Germany;Meissen Manufactory (German, 1710–present) Date: ca. 1732 Accession Number: 64.101.31;/art/collection/search/203043?&ao=on&ft=Rooster&offset=0&rpp=100&pos=71;https://images.metmuseum.org/CRDImages/es/mobile-large/ES2694.jpg;es/web-additional/ES2694.jpg;es/web-large/ES2694.jpg;ca. 1732;18th century;Hard-paste porcelain;Porcelain;64.101.31;Not on view
Chinese rooster (one of a pair);Meissen Manufactory (German, 1710–present);Meissen Manufactory;German, Meissen;Germany;Meissen Manufactory (German, 1710–present) Date: ca. 1732 Accession Number: 64.101.32;/art/collection/search/203044?&ao=on&ft=Rooster&offset=0&rpp=100&pos=72;https://images.metmuseum.org/CRDImages/es/mobile-large/ES1928.jpg;es/web-additional/ES1928.jpg;es/web-large/ES1928.jpg;ca. 1732;18th century;Hard-paste porcelain;Porcelain;64.101.32;Not on view
Daoist Priest with Zodiac Animal, Rooster;Accession Number: 1994.605.54;;China;China;Accession Number: 1994.605.54;/art/collection/search/44355?&ao=on&ft=Rooster&offset=0&rpp=100&pos=73;https://images.metmuseum.org/CRDImages/as/mobile-large/DP-18668-001.jpg;as/web-additional/DP-18668-001.jpg;as/web-large/DP-18668-001.jpg;;;Stoneware;Stoneware;1994.605.54;Not on view
Marble fragment of a pilaster;;;Roman;Roman;Date: 1st century CE Accession Number: 19.192.87;/art/collection/search/250901?&ao=on&ft=Rooster&offset=0&rpp=100&pos=74;https://images.metmuseum.org/CRDImages/gr/mobile-large/DP271386.jpg;gr/web-additional/DP271386.jpg;gr/web-large/DP271386.jpg;1st century CE;1st century;Marble;Marble;19.192.87;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzUzNzcsNDAuNzc4MjQ2MDNAbG1ANDU5MjM1NDk0NTAw' target='_blank'>Gallery 162</a>
Design for Tall Glass with Silver Foot and Top and Rooster Designs;Anonymous, Czech, early 20th century;;;;Anonymous, Czech, early 20th centuryDate: early 20th century Accession Number: 67.511.71;/art/collection/search/387096?&ao=on&ft=Rooster&offset=0&rpp=100&pos=75;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP819104.jpg;dp/web-additional/DP819104.jpg;dp/web-large/DP819104.jpg;early 20th century;20th century;Graphite and gouache on brown paper;Paper;67.511.71;Not on view
Rectangular Box with Lid in the Shape of a Rooster;Accession Number: 1998.544.47a, b;;Indonesia (Java);Indonesia;Accession Number: 1998.544.47a, b;/art/collection/search/49709?&ao=on&ft=Rooster&offset=0&rpp=100&pos=76;https://images.metmuseum.org/CRDImages/as/mobile-large/1998_544_47.jpg;as/web-additional/1998_544_47.jpg;as/web-large/1998_544_47.jpg;;;Gold;Gold;1998.544.47a, b;Not on view
Case (Inr?) with Design of Rooster and Chickens Beneath Flowering Cherry Tree;;;Japan;Japan;Date: 19th century Accession Number: 29.100.732;/art/collection/search/58646?&ao=on&ft=Rooster&offset=0&rpp=100&pos=77;https://images.metmuseum.org/CRDImages/as/mobile-large/29_100_732_O3.JPG;as/web-additional/29_100_732_O3.JPG;as/web-large/29_100_732_O3.JPG;19th century;19th century;"Lacquer, roiro, nashiji, gold foil, aogai inlay; Interior: nashiji and fundame";Lacquer;29.100.732;Not on view
"The Rooster Accuses Renard of Murdering his Chicken from Hendrick van Alcmar""s Renard The Fox";Allart van Everdingen (Dutch, Alkmaar 1621–1675 Amsterdam);Allart van Everdingen;;;Allart van Everdingen (Dutch, Alkmaar 1621–1675 Amsterdam) Date: 1650–75 Accession Number: 62.650.8(5);/art/collection/search/429559?&ao=on&ft=Rooster&offset=0&rpp=100&pos=78;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP837690.jpg;dp/web-additional/DP837690.jpg;dp/web-large/DP837690.jpg;1650–75;17th century;"Engraving; third state of four";Engraving;62.650.8(5);Not on view
"Renard Wants to Find a Rooster from Hendrick van Alcmar""s Renard The Fox";Allart van Everdingen (Dutch, Alkmaar 1621–1675 Amsterdam);Allart van Everdingen;;;Allart van Everdingen (Dutch, Alkmaar 1621–1675 Amsterdam) Date: 1650–75 Accession Number: 62.650.8(22);/art/collection/search/429574?&ao=on&ft=Rooster&offset=0&rpp=100&pos=79;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP837709.jpg;dp/web-additional/DP837709.jpg;dp/web-large/DP837709.jpg;1650–75;17th century;"Engraving; third state of four";Engraving;62.650.8(22);Not on view
Censer in Form of a Rooster Perched on a Rooftop;;;Japan;Japan;Date: 1700 Accession Number: 23.225.35a, b;/art/collection/search/47477?&ao=on&ft=Rooster&offset=0&rpp=100&pos=80;https://images.metmuseum.org/CRDImages/as/mobile-large/55496.jpg;as/web-additional/55496.jpg;as/web-large/55496.jpg;1700;18th century;Stoneware covered with a thin glaze showing lustre (Bizen ware);Stoneware;23.225.35a, b;Not on view
Censer in Form of a Rooster Perched on a Rooftop;;;Japan;Japan;Date: 1700 Accession Number: 23.225.38a, b;/art/collection/search/47503?&ao=on&ft=Rooster&offset=0&rpp=100&pos=81;https://images.metmuseum.org/CRDImages/as/mobile-large/55499.jpg;as/web-additional/55499.jpg;as/web-large/55499.jpg;1700;18th century;Stoneware covered with a thin glaze showing lustre (Bizen ware);Stoneware;23.225.38a, b;Not on view
Terracotta hydria (water jar);Attributed to the Ptoon Painter;Ptoon Painter;Greek, Attic;Greece;Attributed to the Ptoon PainterDate: ca. 6th century BCE Accession Number: 56.171.28;/art/collection/search/254886?&ao=on&ft=Rooster&offset=0&rpp=100&pos=82;https://images.metmuseum.org/CRDImages/gr/mobile-large/DP158159.jpg;gr/web-additional/DP158159.jpg;gr/web-large/DP158159.jpg;ca. 6th century BCE;6th century BCE;Terracotta;Terracotta;56.171.28;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2Mjk4MTgxLDQwLjc3ODg0MjlAbG1ANzkwOTYwMjg3MjMx' target='_blank'>Gallery 152</a>
Limestone sarcophagus;;;Cypriot;Cyprus;Date: ca. 475–450 BCE Accession Number: 74.51.2451;/art/collection/search/242004?&ao=on&ft=Rooster&offset=0&rpp=100&pos=83;https://images.metmuseum.org/CRDImages/gr/mobile-large/DT11650.jpg;gr/web-additional/DT11650.jpg;gr/web-large/DT11650.jpg;ca. 475–450 BCE;5th century BCE;Limestone;Stone;74.51.2451;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzQ5NDEsNDAuNzc4NDg3OUBsbUAzODQzNzc3ODYzNTQ=' target='_blank'>Gallery 175</a>
"Chicken-Headed Ewer
";;;China;China;Date: 4th–5th century Accession Number: 1979.353;/art/collection/search/42350?&ao=on&ft=Rooster&offset=0&rpp=100&pos=84;https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14609-030.jpg;as/web-additional/DP-14609-030.jpg;as/web-large/DP-14609-030.jpg;4th–5th century;5th century;Stoneware with celadon glaze (Yue ware);Stoneware;1.979.353;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjczNzk0LDQwLjc3OTEzNzU2QGxtQDMyOTQzOTEzOTA0NA==' target='_blank'>Gallery 204</a>
Karttikeya, the God of War;;;Pakistan (ancient region of Gandhara);Pakistan;Date: 6th–7th century Accession Number: 1988.260;/art/collection/search/38182?&ao=on&ft=Rooster&offset=0&rpp=100&pos=85;https://images.metmuseum.org/CRDImages/as/mobile-large/ASA14.jpg;as/web-additional/ASA14.jpg;as/web-large/ASA14.jpg;6th–7th century;7th century;Stone;Stone;1.988.260;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjI5NDQ0LDQwLjc3OTc2MDNAbG1AODc0OTg3ODY1NzM4' target='_blank'>Gallery 237</a>
Story of Jonah: Jonah kneeling next o a mop and bucket, a rooster at upper right;Marcus Behmer (German, Weimar 1879–1958 Berlin);Marcus Behmer;;;Marcus Behmer (German, Weimar 1879–1958 Berlin) Date: 1929 Accession Number: 60.681.10;/art/collection/search/774220?&ao=on&ft=Rooster&offset=0&rpp=100&pos=86;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP880731.jpg;dp/web-additional/DP880731.jpg;dp/web-large/DP880731.jpg;1929;20th century;Etching;Etching;60.681.10;Not on view
Baraffael Family Hanukkah Lamp;Gaspare Vanneschi (Italian, active Rome, 1758–1787);Gaspare Vanneschi;Italian, Rome;Italy;Gaspare Vanneschi (Italian, active Rome, 1758–1787) Date: 1773–75 Accession Number: 2018.89;/art/collection/search/751313?&ao=on&ft=Rooster&offset=0&rpp=100&pos=87;https://images.metmuseum.org/CRDImages/es/mobile-large/DP-15704-022.jpg;es/web-additional/DP-15704-022.jpg;es/web-large/DP-15704-022.jpg;1773–75;18th century;"Silver, embossed, engraved, punched; soft wood back support";Silver;2018.89;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2Mzk2MzE1LDQwLjc3ODkyNjkyQGxtQDkxNDkwMzE0NTA4Mg==' target='_blank'>Gallery 551</a>
Terracotta amphora (jar);Attributed to the Ivy Leaf Group;Ivy Leaf Group;Etruscan;Italy;Attributed to the Ivy Leaf GroupDate: ca. 540–530 BCE Accession Number: 48.11.6;/art/collection/search/254599?&ao=on&ft=Rooster&offset=0&rpp=100&pos=88;https://images.metmuseum.org/CRDImages/gr/mobile-large/DP245968.jpg;gr/web-additional/DP245968.jpg;gr/web-large/DP245968.jpg;ca. 540–530 BCE;6th century BCE;Terracotta;Terracotta;48.11.6;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzY5NzAxLDQwLjc3ODA1MjcyQGxtQDE4MDg5MTI2Nzk1Mw==' target='_blank'>Gallery 170</a>
"Case (Inr?) with Design of Rooster on Large Drum (obverse); Hen and Chicks (reverse)";;;Japan;Japan;Date: 18th–19th century Accession Number: 29.100.749;/art/collection/search/58661?&ao=on&ft=Rooster&offset=0&rpp=100&pos=89;https://images.metmuseum.org/CRDImages/as/mobile-large/29_100_749_O3.JPG;as/web-additional/29_100_749_O3.JPG;as/web-large/29_100_749_O3.JPG;18th–19th century;19th century;"Lacquer, roiro, gold and coloured hiramakie, nashiji, gold foil, aogai inlay; Interior: nashiji and fundame";Lacquer;29.100.749;Not on view
"Renard, Disguised as a Monk, Gains the Confidence of the Rooster from Hendrick van Alcmar""s Renard The Fox";Allart van Everdingen (Dutch, Alkmaar 1621–1675 Amsterdam);Allart van Everdingen;;;Allart van Everdingen (Dutch, Alkmaar 1621–1675 Amsterdam) Date: 1650–75 Accession Number: 62.650.8(6);/art/collection/search/429560?&ao=on&ft=Rooster&offset=0&rpp=100&pos=90;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP837691.jpg;dp/web-additional/DP837691.jpg;dp/web-large/DP837691.jpg;1650–75;17th century;"Engraving; third state of four";Engraving;62.650.8(6);Not on view
